  0 418.79  0.6
  1 418.22  0.6
  2 417.63  0.6
  3 417.00  0.6
  4 416.36  0.7
  5 415.69  0.7
  6 414.99  0.7
  7 414.27  0.7
  8 413.52  0.8
  9 412.75  0.8
 10 411.96  0.8
 11 411.14  0.8
 12 410.30  0.9
 13 409.44  0.9
 14 408.56  0.9
 15 407.67  0.9
 16 406.76  0.9
 17 405.85  0.9
 18 404.92  0.9
 19 403.99  0.9
 20 403.05  0.9
 21 402.12  0.9
 22 401.19  0.9
 23 400.26  0.9
 24 399.35  0.9
 25 398.44  0.9
 26 397.55  0.9
 27 396.68  0.9
 28 395.82  0.9
 29 394.97  0.8
 30 394.14  0.8
 31 393.32  0.8
 32 392.52  0.8
 33 391.72  0.8
 34 390.91  0.8
 35 390.11  0.9
 36 389.30  0.9
 37 388.49  0.9
 38 387.66  0.9
 39 386.84  0.8
 40 386.02  0.8
 41 385.19  0.9
 42 384.36  0.9
 43 383.52  0.9
 44 382.69  0.9
 45 381.84  0.9
 46 381.00  0.9
 47 380.15  0.9
 48 379.29  0.9
 49 378.45  0.9
 50 377.59  0.9
 51 376.73  0.9
 52 375.87  0.9
 53 375.00  0.9
 54 374.13  0.9
 55 373.25  0.9
 56 372.37  0.9
 57 371.49  0.9
 58 370.61  0.9
 59 369.72  0.9
 60 368.83  0.9
 61 367.94  0.9
 62 367.04  0.9
 63 366.14  0.9
 64 365.23  1.0
 65 364.33  1.0
 66 363.41  1.0
 67 362.49  1.0
 68 361.58  0.9
 69 360.66  1.0
 70 359.74  1.0
 71 358.81  1.0
 72 357.88  1.0
 73 356.94  1.0
 74 356.00  1.0
 75 355.06  1.0
 76 354.10  1.0
 77 353.17  1.0
 78 352.21  1.0
 79 351.26  1.0
 80 350.30  1.0
 81 349.34  1.0
 82 348.37  1.0
 83 347.40  1.0
 84 346.43  1.0
 85 345.45  1.0
 86 344.48  1.0
 87 343.50  1.0
 88 342.51  1.0
 89 341.52  1.0
 90 340.53  1.1
 91 339.53  1.1
 92 338.54  1.1
 93 337.53  1.1
 94 336.52  1.1
 95 335.52  1.1
 96 334.51  1.1
 97 333.50  1.1
 98 332.48  1.1
 99 331.46  1.1
100 330.44  1.1
101 329.41  1.1
102 328.38  1.1
103 327.33  1.1
104 326.31  1.1
